Wall time,Step,Value
1770898062.965587,0,0.03582406044006348
1770898196.0407746,1,0.019751662388443947
1770898323.5811648,2,0.01503975223749876
1770898450.3855202,3,0.01281636394560337
1770898572.657717,4,0.011200284585356712
1770898693.4041355,5,0.010217547416687012
1770898812.9610488,6,0.009626960381865501
1770898932.556484,7,0.008493232540786266
1770899052.16959,8,0.008170964196324348
1770899171.5057619,9,0.007406824268400669
1770899290.601256,10,0.007152729667723179
1770899408.856748,11,0.006632722914218903
1770899527.8724194,12,0.006236308719962835
1770899645.0980287,13,0.006154882721602917
1770899763.4812467,14,0.005813132971525192
1770899884.53047,15,0.0054869442246854305
1770900003.0054076,16,0.005421693902462721
1770900124.3529265,17,0.00522561464458704
1770900246.7736475,18,0.004963713698089123
1770900371.6702335,19,0.004717526026070118
1770900483.244407,20,0.004666741471737623
1770900604.6200843,21,0.004422101192176342
1770900726.8014736,22,0.004110278561711311
1770900849.0680633,23,0.004269896540790796
1770900965.021238,24,0.0038475210312753916
1770901082.407303,25,0.003981395624577999
1770901204.3390133,26,0.003721168963238597
1770901326.4905362,27,0.0037593496963381767
1770901448.714739,28,0.0036297563929110765
1770901561.2654078,29,0.003709817072376609
1770901684.2274165,30,0.0034942321944981813
1770901809.0240393,31,0.0035309589002281427
1770901933.7569392,32,0.0034635073971003294
1770902049.6554406,33,0.0032707664649933577
1770902172.8751345,34,0.003334803506731987
1770902296.3012252,35,0.0032381433993577957
1770902420.5767074,36,0.0031204591505229473
1770902539.1503072,37,0.0031888207886368036
1770902662.593362,38,0.0031797492410987616
1770902786.1678514,39,0.0031095780432224274
1770902909.3718472,40,0.0030012845527380705
1770903030.8835006,41,0.0030273813754320145
1770903148.7154708,42,0.0028075287118554115
1770903270.6567464,43,0.002946274122223258
1770903397.2602856,44,0.0027678068727254868
1770903525.512218,45,0.0027744618710130453
1770903645.5758703,46,0.0028132435400038958
1770903767.7399297,47,0.0028480251785367727
1770903890.9948134,48,0.0026538397651165724
1770904015.1118925,49,0.0026521349791437387
1770904136.869264,50,0.0027186893858015537
1770904255.030012,51,0.002643140498548746
1770904381.4181764,52,0.002683175727725029
1770904504.8149722,53,0.0027009055484086275
1770904626.792999,54,0.0024729049764573574
1770904747.1243694,55,0.002515159547328949
1770904870.4763477,56,0.0025737183168530464
1770904995.3352072,57,0.00251512392424047
1770905121.552128,58,0.0026809298433363438
1770905237.371835,59,0.0024333184119313955
1770905363.432721,60,0.002498311921954155
1770905489.8597767,61,0.0024166065268218517
1770905613.8701801,62,0.002443463308736682
1770905728.475582,63,0.0023010156583040953
1770905852.6772382,64,0.0023440977092832327
1770905978.70833,65,0.002430028049275279
1770906102.294447,66,0.002456579590216279
1770906220.676704,67,0.0023013590835034847
1770906346.8433795,68,0.0023946703877300024
1770906470.6866095,69,0.0023074522614479065
1770906595.183588,70,0.0024211378768086433
1770906715.1640298,71,0.0022502222564071417
1770906839.283599,72,0.002355059375986457
1770906964.6172993,73,0.002299522515386343
1770907088.0328958,74,0.0022462483029812574
1770907209.6080017,75,0.0021925794426351786
1770907336.0245054,76,0.0022558334749192
1770907456.613644,77,0.002233680570498109
1770907583.0927703,78,0.0023179061245173216
1770907704.1981602,79,0.0023082138504832983
1770907827.648027,80,0.00220841309055686
1770907951.3826785,81,0.002347300061956048
1770908074.1117613,82,0.0023861501831561327
1770908196.5702825,83,0.002166725927963853
1770908322.7336285,84,0.0023341281339526176
1770908445.1463113,85,0.0022088338155299425
1770908567.34674,86,0.0022564802784472704
1770908694.0691159,87,0.0021732046734541655
1770908817.8766665,88,0.00220895791426301
1770908941.3906927,89,0.002187510719522834
1770909063.8121483,90,0.002132175024598837
1770909186.1291046,91,0.0021538606379181147
1770909313.622067,92,0.0022560469806194305
1770909435.6438267,93,0.0020920569077134132
1770909557.7705715,94,0.002234399551525712
1770909683.4692936,95,0.0021748633589595556
1770909808.977854,96,0.0021773390471935272
1770909930.1039398,97,0.002099583623930812
1770910051.8418822,98,0.002091101137921214
1770910175.1942172,99,0.002259878907352686
1770910300.4378438,100,0.00219029956497252
1770910420.5305088,101,0.0020560594275593758
1770910542.331802,102,0.0020596333779394627
1770910667.0814571,103,0.001983324298635125
1770910790.5069041,104,0.0019815959967672825
1770910910.719316,105,0.0021198198664933443
1770911033.2344801,106,0.002159304451197386
1770911156.0721784,107,0.002011657226830721
1770911279.3496552,108,0.002034107455983758
1770911397.9469337,109,0.0020641747396439314
1770911520.1985545,110,0.0021395436488091946
1770911643.3954747,111,0.002090558409690857
1770911770.7632349,112,0.0020382797811180353
1770911893.236573,113,0.0021207784302532673
1770912015.8873367,114,0.0020655032712966204
1770912140.6837575,115,0.002118660369887948
1770912264.693978,116,0.0020372855942696333
