Wall time,Step,Value
1770898062.965587,0,0.10027765482664108
1770898196.0407746,1,0.06364716589450836
1770898323.5811648,2,0.048918116837739944
1770898450.3855202,3,0.04354150965809822
1770898572.657717,4,0.03894641250371933
1770898693.4041355,5,0.035751454532146454
1770898812.9610488,6,0.03387588635087013
1770898932.556484,7,0.03256554529070854
1770899052.16959,8,0.030845237895846367
1770899171.5057619,9,0.02894281968474388
1770899290.601256,10,0.02779472805559635
1770899408.856748,11,0.02670978754758835
1770899527.8724194,12,0.025741228833794594
1770899645.0980287,13,0.02479996532201767
1770899763.4812467,14,0.024612750858068466
1770899884.53047,15,0.0230069812387228
1770900003.0054076,16,0.022886663675308228
1770900124.3529265,17,0.02192186377942562
1770900246.7736475,18,0.021426880732178688
1770900371.6702335,19,0.020943591371178627
1770900483.244407,20,0.020692378282546997
1770900604.6200843,21,0.01995164342224598
1770900726.8014736,22,0.01935577765107155
1770900849.0680633,23,0.019039520993828773
1770900965.021238,24,0.01861153542995453
1770901082.407303,25,0.01868319697678089
1770901204.3390133,26,0.018180597573518753
1770901326.4905362,27,0.017902599647641182
1770901448.714739,28,0.017807384952902794
1770901561.2654078,29,0.017383048310875893
1770901684.2274165,30,0.01697133667767048
1770901809.0240393,31,0.016955381259322166
1770901933.7569392,32,0.016936419531702995
1770902049.6554406,33,0.016390975564718246
1770902172.8751345,34,0.016576357185840607
1770902296.3012252,35,0.016098428517580032
1770902420.5767074,36,0.015880359336733818
1770902539.1503072,37,0.015814857557415962
1770902662.593362,38,0.015738438814878464
1770902786.1678514,39,0.015424042008817196
1770902909.3718472,40,0.01557291392236948
1770903030.8835006,41,0.015471725724637508
1770903148.7154708,42,0.01496470719575882
1770903270.6567464,43,0.015162226743996143
1770903397.2602856,44,0.014762732200324535
1770903525.512218,45,0.01464943028986454
1770903645.5758703,46,0.014433641918003559
1770903767.7399297,47,0.014649071730673313
1770903890.9948134,48,0.014347419142723083
1770904015.1118925,49,0.014249218627810478
1770904136.869264,50,0.014431905932724476
1770904255.030012,51,0.014210144057869911
1770904381.4181764,52,0.013798573985695839
1770904504.8149722,53,0.01426007691770792
1770904626.792999,54,0.014172169379889965
1770904747.1243694,55,0.013952797278761864
1770904870.4763477,56,0.013712957501411438
1770904995.3352072,57,0.01358676515519619
1770905121.552128,58,0.013606197200715542
1770905237.371835,59,0.013443061150610447
1770905363.432721,60,0.013616600073873997
1770905489.8597767,61,0.01303581241518259
1770905613.8701801,62,0.013305864296853542
1770905728.475582,63,0.013103722594678402
1770905852.6772382,64,0.013196208514273167
1770905978.70833,65,0.01319333165884018
1770906102.294447,66,0.013143131509423256
1770906220.676704,67,0.013212069869041443
1770906346.8433795,68,0.01299599651247263
1770906470.6866095,69,0.01291333232074976
1770906595.183588,70,0.012832634150981903
1770906715.1640298,71,0.013046765699982643
1770906839.283599,72,0.01286995317786932
1770906964.6172993,73,0.01287375669926405
1770907088.0328958,74,0.01287802867591381
1770907209.6080017,75,0.012615780346095562
1770907336.0245054,76,0.012868494726717472
1770907456.613644,77,0.012968665920197964
1770907583.0927703,78,0.012637698091566563
1770907704.1981602,79,0.01248348131775856
1770907827.648027,80,0.012561583891510963
1770907951.3826785,81,0.012334426864981651
1770908074.1117613,82,0.012907364405691624
1770908196.5702825,83,0.012330894358456135
1770908322.7336285,84,0.012282043695449829
1770908445.1463113,85,0.012348719872534275
1770908567.34674,86,0.012390704825520515
1770908694.0691159,87,0.012441754341125488
1770908817.8766665,88,0.012106455862522125
1770908941.3906927,89,0.012357130646705627
1770909063.8121483,90,0.012285497970879078
1770909186.1291046,91,0.012569049373269081
1770909313.622067,92,0.012217273935675621
1770909435.6438267,93,0.012394191697239876
1770909557.7705715,94,0.011922137811779976
1770909683.4692936,95,0.012184263207018375
1770909808.977854,96,0.012284398078918457
1770909930.1039398,97,0.012175878509879112
1770910051.8418822,98,0.012189691886305809
1770910175.1942172,99,0.011968146078288555
1770910300.4378438,100,0.012149253860116005
1770910420.5305088,101,0.012065148912370205
1770910542.331802,102,0.012074950151145458
1770910667.0814571,103,0.011907271109521389
1770910790.5069041,104,0.011840284802019596
1770910910.719316,105,0.012124510481953621
1770911033.2344801,106,0.011997904628515244
1770911156.0721784,107,0.011941133067011833
1770911279.3496552,108,0.01161940023303032
1770911397.9469337,109,0.011900514364242554
1770911520.1985545,110,0.011672710999846458
1770911643.3954747,111,0.011762460693717003
1770911770.7632349,112,0.012012738734483719
1770911893.236573,113,0.011681662872433662
1770912015.8873367,114,0.011812988668680191
1770912140.6837575,115,0.011543349362909794
1770912264.693978,116,0.011619598604738712
