Wall time,Step,Value
1770898062.965587,0,0.028632190078496933
1770898196.0407746,1,0.019146401435136795
1770898323.5811648,2,0.015981284901499748
1770898450.3855202,3,0.014555171132087708
1770898572.657717,4,0.012955081649124622
1770898693.4041355,5,0.012032942846417427
1770898812.9610488,6,0.011613496579229832
1770898932.556484,7,0.01085168682038784
1770899052.16959,8,0.010384335182607174
1770899171.5057619,9,0.009645631536841393
1770899290.601256,10,0.008960855193436146
1770899408.856748,11,0.008788575418293476
1770899527.8724194,12,0.008585079573094845
1770899645.0980287,13,0.008401877246797085
1770899763.4812467,14,0.007911941967904568
1770899884.53047,15,0.007947777397930622
1770900003.0054076,16,0.007411200553178787
1770900124.3529265,17,0.007333551067858934
1770900246.7736475,18,0.006971000228077173
1770900371.6702335,19,0.006876003462821245
1770900483.244407,20,0.006784417666494846
1770900604.6200843,21,0.006512153428047895
1770900726.8014736,22,0.006404633168131113
1770900849.0680633,23,0.006455488968640566
1770900965.021238,24,0.006151536479592323
1770901082.407303,25,0.006294341292232275
1770901204.3390133,26,0.006029742304235697
1770901326.4905362,27,0.005953757092356682
1770901448.714739,28,0.005886980798095465
1770901561.2654078,29,0.005863134749233723
1770901684.2274165,30,0.005726224277168512
1770901809.0240393,31,0.0056275478564202785
1770901933.7569392,32,0.005679606925696135
1770902049.6554406,33,0.005290262866765261
1770902172.8751345,34,0.005317365750670433
1770902296.3012252,35,0.005367971491068602
1770902420.5767074,36,0.005246933549642563
1770902539.1503072,37,0.0054213982075452805
1770902662.593362,38,0.005380787421017885
1770902786.1678514,39,0.005217419937252998
1770902909.3718472,40,0.005079245660454035
1770903030.8835006,41,0.005117469001561403
1770903148.7154708,42,0.004960480146110058
1770903270.6567464,43,0.005106889642775059
1770903397.2602856,44,0.00492003234103322
1770903525.512218,45,0.004815255291759968
1770903645.5758703,46,0.004887382499873638
1770903767.7399297,47,0.0047779688611626625
1770903890.9948134,48,0.004721258766949177
1770904015.1118925,49,0.004639632534235716
1770904136.869264,50,0.00478954054415226
1770904255.030012,51,0.004686776082962751
1770904381.4181764,52,0.0047196801751852036
1770904504.8149722,53,0.004681750200688839
1770904626.792999,54,0.004631813615560532
1770904747.1243694,55,0.004642866551876068
1770904870.4763477,56,0.004632307216525078
1770904995.3352072,57,0.004552036989480257
1770905121.552128,58,0.004641090054064989
1770905237.371835,59,0.0045073614455759525
1770905363.432721,60,0.004501300863921642
1770905489.8597767,61,0.004439188167452812
1770905613.8701801,62,0.004365713335573673
1770905728.475582,63,0.004467736929655075
1770905852.6772382,64,0.004515243228524923
1770905978.70833,65,0.004357261583209038
1770906102.294447,66,0.004343812819570303
1770906220.676704,67,0.004362701904028654
1770906346.8433795,68,0.004293202888220549
1770906470.6866095,69,0.004224216565489769
1770906595.183588,70,0.004386571701616049
1770906715.1640298,71,0.004210582002997398
1770906839.283599,72,0.004233930725604296
1770906964.6172993,73,0.004259811714291573
1770907088.0328958,74,0.00426973681896925
1770907209.6080017,75,0.004270840901881456
1770907336.0245054,76,0.004173549823462963
1770907456.613644,77,0.00416940450668335
1770907583.0927703,78,0.004113242030143738
1770907704.1981602,79,0.00418092729523778
1770907827.648027,80,0.004121322650462389
1770907951.3826785,81,0.004161207936704159
1770908074.1117613,82,0.004269526805728674
1770908196.5702825,83,0.0040710847824811935
1770908322.7336285,84,0.004169228486716747
1770908445.1463113,85,0.003983164206147194
1770908567.34674,86,0.0041556935757398605
1770908694.0691159,87,0.004083296749740839
1770908817.8766665,88,0.004067881964147091
1770908941.3906927,89,0.003901015967130661
1770909063.8121483,90,0.004017312545329332
1770909186.1291046,91,0.003964672796428204
1770909313.622067,92,0.0040846895426511765
1770909435.6438267,93,0.003984683658927679
1770909557.7705715,94,0.004009862430393696
1770909683.4692936,95,0.0038674043025821447
1770909808.977854,96,0.004063856787979603
1770909930.1039398,97,0.003858383744955063
1770910051.8418822,98,0.0039898911491036415
1770910175.1942172,99,0.004020162392407656
1770910300.4378438,100,0.0040267533622682095
1770910420.5305088,101,0.003922258038073778
1770910542.331802,102,0.003933873493224382
1770910667.0814571,103,0.003931486513465643
1770910790.5069041,104,0.003925057128071785
1770910910.719316,105,0.0040063452906906605
1770911033.2344801,106,0.0038601139094680548
1770911156.0721784,107,0.003917675465345383
1770911279.3496552,108,0.00385819049552083
1770911397.9469337,109,0.0038786858785897493
1770911520.1985545,110,0.004032705910503864
1770911643.3954747,111,0.003873741952702403
1770911770.7632349,112,0.0038784726057201624
1770911893.236573,113,0.0038862088695168495
1770912015.8873367,114,0.003817675868049264
1770912140.6837575,115,0.003844252321869135
1770912264.693978,116,0.003832356072962284
